block_date,mid_price,base_reserve,quote_reserve,rejected_buy,rejected_sell
2025-03-10,10019652707900083660000,183666000000000000000000,1908039093279122998558755865,0,0
2025-03-11,10017959514649077840000,183978000000000000000000,1905174421487727381169670665,0,0
2025-03-12,10019741800920145090000,183666000000000000000000,1908360611416466560581856965,0,0
2025-03-13,10019804059709686380000,183666000000000000000000,1908585284255028556156895915,0,0
2025-03-14,10019828375792231320000,183666000000000000000000,1908673046985452109149345315,0,0
2025-03-15,10019796560433455620000,183676000000000000000000,1908662815364443996348372265,0,0
2025-03-16,10019892416419038280000,183666000000000000000000,1908904165407502718917822565,0,0
2025-03-17,10019971019166067690000,183674000000000000000000,1909271319394926623399008541,0,0
2025-03-18,10020067708645098840000,183666000000000000000000,1909536501269751998585706541,0,0
2025-03-19,10020279520280776150000,183666000000000000000000,1910300045619322263807054068,0,0
2025-03-20,10020304680638174800000,183666000000000000000000,1910390817840868250069551568,0,0
2025-03-21,10020564095636989600000,183666000000000000000000,1911325542692696477295660962,0,0
2025-03-22,10020738167735367240000,183666000000000000000000,1911952896699663711218616014,0,0
2025-03-23,10019787554661210430000,183847000000000000000000,1910416432583581603147140514,0,0
2025-03-24,10020894040455240150000,183666000000000000000000,1912514829466261198416071314,0,0
2025-03-25,10020947087015540310000,183666000000000000000000,1912706077445882485743660264,0,0
2025-03-26,10020979349761450370000,183666000000000000000000,1912822401741125153485233114,0,0
2025-03-27,10015909300673160910000,184628000000000000000000,1904486902125341728186982197,0,0
2025-03-28,10021404746967949470000,183666000000000000000000,1914353600245136941608482347,0,0
2025-04-01,10018266156259801050000,184249000000000000000000,1909105981185120110300093325,0,0
2025-04-02,10002126857199309510000,187194000000000000000000,1879921200607513367076114278,0,0
2025-04-03,10021772055224004810000,183666000000000000000000,1915676233075511927565893536,0,0
2025-04-04,10021754153899291460000,183675000000000000000000,1915706227852028997314527386,0,0
2025-04-05,10021825480304551930000,183666000000000000000000,1915868723775484407402579636,0,0
2025-04-06,10019579854830304330000,184072000000000000000000,1912015198689744636451242936,0,0
2025-04-07,10011709235069880880000,185488000000000000000000,1898021318748397386776403736,0,0
2025-04-08,9981906410034063798857,190969000000000000000000,1843633931236113434404950593,0,0
2025-04-09,9987098876513372443343,190050000000000000000000,1853083819477533103328178254,0,0
2025-04-10,9930631068505474819155,199599000000000000000000,1758576839344041160108496454,0,0
2025-04-11,9926640734100047564746,200228000000000000000000,1752419535495290457034662385,0,0
2025-04-12,9910857248197284421277,202651000000000000000000,1728564962040279292584691377,0,0
2025-04-13,9874709261269992249263,207888000000000000000000,1677168690336487573807575519,0,0
2025-04-14,9887801326266475333439,206059000000000000000000,1695453310957798553244001554,0,0
2025-04-15,9893823193664423119530,205200000000000000000000,1704050447252723670182458336,0,0
2025-04-16,9934222770207294818676,199126000000000000000000,1765037339120728908292386363,0,0
2025-04-17,9894088133387244622624,205252000000000000000000,1705176067737699491085497466,0,0
2025-04-18,9867845109659947279789,208964000000000000000000,1668889312152914165491571840,0,0
2025-04-19,9885796457323265707248,206491000000000000000000,1693829185110754698108106177,0,0
2025-04-20,9966934492109364292989,193857000000000000000000,1819991200062445464882120656,0,0
2025-04-21,9990719448641844026519,189662000000000000000000,1862298686242944542147019690,0,0
2025-04-22,9966130909283490003046,194040000000000000000000,1819037591058895268992835665,0,0
2025-04-23,9974310742613995425914,192631000000000000000000,1833276089859625516748446950,0,0
2025-04-24,9957423839030612589166,195541000000000000000000,1804518962367898400005705433,0,0
2025-05-02,9969700534363930688694,193456000000000000000000,1825470726647231187649872536,0,0
2025-05-03,9970236495378071978246,193394000000000000000000,1826689163011300898421506988,0,0
2025-05-04,9931882255944499850991,199837000000000000000000,1764361091398529516582323381,0,0
2025-05-05,9817350176875567663518,215877000000000000000000,1607041934308635197925450402,0,0
2025-05-06,9811821625098655761810,216563000000000000000000,1600425510685641034562654070,0,0
2025-05-07,9815709867614082998840,216091000000000000000000,1605142291271104809481488049,0,0
2025-05-08,9796389323138992779243,218440000000000000000000,1582345550847661951780565221,0,0
2025-05-09,9793933210002900157861,218738000000000000000000,1579549990412621032521661321,0,0
2025-05-10,9828161382314594180680,214580000000000000000000,1620693373424932181618212642,0,0
2025-05-11,9873990544046682657393,208535000000000000000000,1680578504520665703392851097,0,0
2025-05-12,9865313113494441054901,209733000000000000000000,1668842384471000640917970862,0,0
2025-05-13,9915110629540383162406,202590000000000000000000,1739891496693668516620359620,0,0
2025-05-14,9908350297558169204402,203615000000000000000000,1729824087235831149997800418,0,0
2025-05-15,9819147517308078925321,215834000000000000000000,1610552652552228373733917906,0,0
2025-05-16,9799971799515901422785,218196000000000000000000,1587840591324187566007318256,0,0
2025-05-17,9863230966168224249109,210171000000000000000000,1667269059123988510453769555,0,0
2025-05-18,9853946389098383355986,211433000000000000000000,1655073597054953681194756156,0,0
2025-05-19,9855374513767766112669,211248000000000000000000,1656992138063941980879052830,0,0
2025-05-22,9848796447699106095498,212195000000000000000000,1648970207635936108786170944,0,0
2025-05-23,9836873357714886056207,213760000000000000000000,1633790448479986463054813763,0,0
2025-05-24,9844315470579126684849,212803000000000000000000,1643337729417446697098667199,0,0
2025-05-25,9861064156602048994228,210586000000000000000000,1665326710484376216583084382,0,0
2025-05-26,9848007829516264130287,212342000000000000000000,1648279817682670062498890105,0,0
2025-05-27,9836147976629935164991,213896000000000000000000,1633197243239054139762280545,0,0
2025-05-28,10027236302778251250000,183666000000000000000000,1935197007918272271306760451,0,0
2025-05-29,10027265824695628360000,183666000000000000000000,1935302879699470878686531651,0,0
2025-05-30,10027315085650405620000,183666000000000000000000,1935479516205746474945066551,0,0
2025-05-31,10027318636330288120000,183666000000000000000000,1935492250665686740486442701,0,0
2025-06-01,10027329316400401010000,183666000000000000000000,1935530552942906584055744701,0,0
2025-06-02,10027457989034868260000,183666000000000000000000,1935991715560099419447313501,0,0
2025-06-03,10027487906345874640000,183671000000000000000000,1936152042110342598365018651,0,0
2025-06-04,10027544646410831990000,183666000000000000000000,1936302390382783744930562901,0,0
2025-06-05,10027551861189894800000,183666000000000000000000,1936328260498131970681241301,0,0
2025-06-06,10027571995719074050000,183666000000000000000000,1936400451492716276761553301,0,0
2025-06-07,10027582734292040020000,183666000000000000000000,1936438955266385200441361301,0,0
2025-06-08,10027620795586969260000,183666000000000000000000,1936575404392046546272515401,0,0
2025-06-09,10027671639347762870000,183666000000000000000000,1936757659767333564606845501,0,0
2025-06-10,10027770509254537760000,183666000000000000000000,1937111962739133476161962001,0,0
2025-06-11,10027784270666492940000,183666000000000000000000,1937161295918824571809729801,0,0
2025-06-12,10027788829873080790000,183666000000000000000000,1937177640827688392431968601,0,0
2025-06-13,10027790452172206410000,183666000000000000000000,1937183456897132129659011401,0,0
2025-06-14,10027810031842075280000,183666000000000000000000,1937253644451806671877106401,0,0
2025-06-15,10027827709799666580000,183666000000000000000000,1937317014520363498754589201,0,0
2025-06-16,10027993455123519230000,183666000000000000000000,1937910677392990632157902492,0,0
2025-06-17,10027999100148235260000,183680000000000000000000,1938079614137056505374710642,0,0
2025-06-18,10028106372668415510000,183666000000000000000000,1938315260414662960242786692,0,0
2025-06-19,10025393046568531680000,184149000000000000000000,1933688702744971081917965792,0,0
2025-06-20,10022246126121627600000,184725000000000000000000,1928394605989754247374008219,0,0
2025-06-21,10028325469527941050000,183666000000000000000000,1939099941110054402542200619,0,0
2025-06-22,10024545190721164730000,184330000000000000000000,1932544846928445184830261119,0,0
2025-06-23,10027435114393950820000,183831000000000000000000,1937660440139508863151136419,0,0
2025-06-24,10028421769723427740000,183666000000000000000000,1939444936237069233486945569,0,0
2025-06-25,10028483735802771700000,183666000000000000000000,1939666896173237647398371369,0,0
2025-06-26,10028533613585437200000,183666000000000000000000,1939845558734323486639130069,0,0
2025-06-27,10028545509588641530000,183666000000000000000000,1939888177422263087506292569,0,0
2025-06-28,10028613417349879250000,183666000000000000000000,1940131386779024051678256469,0,0
2025-06-29,10028616636498809090000,183666000000000000000000,1940142919495208764151041219,0,0
2025-06-30,10028658066425462410000,183666000000000000000000,1940291311909614908824639219,0,0
2025-07-01,10028725561504511870000,183666000000000000000000,1940533020699295121310709319,0,0
2025-07-02,10028827078212778800000,183666000000000000000000,1940896477652123722837378919,0,0
2025-07-03,10027773959019968540000,183858000000000000000000,1939162933303760417630209619,0,0
2025-07-04,10028895955958614890000,183666000000000000000000,1941143124154602730855773119,0,0
2025-07-05,10028896879960938590000,183666000000000000000000,1941146433674669654540758919,0,0
2025-07-06,10028907520046172320000,183666000000000000000000,1941184541418382551477324919,0,0
2025-07-07,10028953413645996240000,183666000000000000000000,1941348877068830327686626819,0,0
2025-07-08,10028956129803097020000,183666000000000000000000,1941358605018902121446443819,0,0
2025-07-09,10028964894357802030000,183666000000000000000000,1941389994250293888119516669,0,0
2025-07-10,10028978111332084580000,183666000000000000000000,1941437327780728574862581469,0,0
2025-07-11,10029033697245481630000,183666000000000000000000,1941636347145257000398271719,0,0
2025-07-12,10029076935869519650000,183666000000000000000000,1941791161549853108704756519,0,0
2025-07-13,10029090686346789880000,183666000000000000000000,1941840400871881719607678919,0,0
2025-07-14,10029119756174391590000,183666000000000000000000,1941944487478934632037707919,0,0
2025-07-15,10029129838382308160000,183666000000000000000000,1941980590456232525800285919,0,0
2025-07-16,10029181091098470820000,183666000000000000000000,1942164076009574257429572419,0,0
2025-07-17,10029233690736502640000,183666000000000000000000,1942352373990242248870220219,0,0
2025-07-18,10029253157187465500000,183666000000000000000000,1942422070266239867673065469,0,0
2025-07-19,10029275817148913150000,183666000000000000000000,1942503197583001181322314119,0,0
2025-07-20,10029292567346474640000,183666000000000000000000,1942563167542282207598254019,0,0
2025-07-21,10029527518351045880000,183666000000000000000000,1943403361924001461503582118,0,0
2025-07-22,10029560606735566630000,183666000000000000000000,1943521790766807069245054568,0,0
2025-07-23,10029596441981221750000,183666000000000000000000,1943650045545032769920519018,0,0
2025-07-24,10029671422555302480000,183666000000000000000000,1943918336302203742497013418,0,0
2025-07-25,10005640316924802620000,188024000000000000000000,1901369177724293134788750609,0,0
2025-07-26,9938902773273639186002,199781000000000000000000,1784959868664615704372949819,0,0
2025-07-27,9901077883892836340474,205647000000000000000000,1727127084158600763074842466,0,0
2025-07-28,9886190623199716112536,207824000000000000000000,1705773395268075939456119091,0,0
2025-07-29,9890089794685791339679,207269000000000000000000,1711363691636858287495538651,0,0
2025-07-30,9904129064001879859240,205219000000000000000000,1731823438789103590328675976,0,0
2025-07-31,9927161522958375179078,201712000000000000000000,1766913626653298051787507366,0,0
2025-08-01,9917798843398030802637,203174000000000000000000,1752533039193681041766977222,0,0
2025-08-02,9921619145274031476499,202588000000000000000000,1758419587814004481890300612,0,0
2025-08-03,9917696541994318846661,203216000000000000000000,1752602861299189665169896706,0,0
2025-08-04,9925110774705706229267,202072000000000000000000,1764058114582684094036476697,0,0
2025-08-05,9909908482456232787934,204422000000000000000000,1741003808938210014504136338,0,0
2025-08-06,9888267771029083003564,207628000000000000000000,1709557830302968803656382817,0,0
2025-08-07,9914616523697703679722,203738000000000000000000,1748353217125816107891654278,0,0
2025-08-08,9988128117759838414364,191494000000000000000000,1870848000596412639607285933,0,0
2025-08-09,9988133689259127518762,191494000000000000000000,1870868176074876768945259525,0,0
2025-08-10,9984166698080178694816,192218000000000000000000,1863678145184779791262703698,0,0
2025-08-11,9937082572090946620403,200294000000000000000000,1783995946595640702814095960,0,0
2025-08-12,9932448957881719706155,201040000000000000000000,1776661795748424416819961251,0,0
2025-08-13,9936999465924982045557,200315000000000000000000,1783930783557652871032748051,0,0
2025-08-14,9952875998229413294392,197722000000000000000000,1809951642735641255989992325,0,0
2025-08-15,9975189570947253171569,193900000000000000000000,1848364485434974021617781315,0,0
2025-08-16,9844382591253525730677,213860000000000000000000,1651671602950111992083418655,0,0
2025-08-17,9817162734779229173891,217359000000000000000000,1617661450600769934820297684,0,0
2025-08-18,9833014019382921275792,215394000000000000000000,1637602369579309277419096743,0,0
2025-08-19,9858996230566943350137,211990000000000000000000,1671457522883362949392605576,0,0
2025-08-20,9855145483471384643177,212525000000000000000000,1666465741298545339041552687,0,0
2025-08-21,9856272738927477598734,212379000000000000000000,1668002035204581078348994092,0,0
2025-08-22,9851235432364944678891,213059000000000000000000,1661400794685723475844691072,0,0
2025-08-23,9851258396129204241190,213059000000000000000000,1661454578258750318364676529,0,0
2025-08-24,9851304023318273760765,213059000000000000000000,1661561447959057659712184381,0,0
2025-08-25,9851105257557880059921,213087000000000000000000,1661312506979480697090386520,0,0
2025-08-26,9848375324459178826339,213456000000000000000000,1657792635016649299325167884,0,0
2025-08-27,9848492386125373493203,213456000000000000000000,1658064639362386786762413585,0,0
2025-08-28,9844538692953130983600,213986000000000000000000,1652994146003773301112794812,0,0
2025-08-29,9926651902996815098539,202239000000000000000000,1770011822247160759118657547,0,0
2025-08-30,10033181611922381760000,183666000000000000000000,1956393158478331177373769091,0,0
2025-08-31,10001678137651656510000,189366000000000000000000,1900002231052242634557061550,0,0
2025-09-01,10000289974696332850000,189651000000000000000000,1897615363040209292684271958,0,0
2025-09-02,10001819188517944750000,189386000000000000000000,1900736748890507054604249129,0,0
2025-09-03,10000702312966813250000,189606000000000000000000,1898725448347720554004661353,0,0
2025-09-04,10015384905895283940000,186910000000000000000000,1926066132692000014401554937,0,0
2025-09-05,10030842487315827540000,184186000000000000000000,1953592113002976530968203987,0,0
2025-09-06,10033911352764392140000,183666000000000000000000,1958992293034950851205824787,0,0
2025-09-07,10033900982168571150000,183670000000000000000000,1958998310295671577669773787,0,0
2025-09-08,10033941539820990130000,183666000000000000000000,1959099948450181738169639287,0,0
2025-09-09,10030362724283954240000,184294000000000000000000,1953024708589143576584321587,0,0
2025-09-10,9995803300728872947308,190605000000000000000000,1890263217830906989728760222,0,0
2025-09-11,9980280239335078951525,193468000000000000000000,1861973693435523824157242138,0,0
2025-09-12,9986640541894158207818,192320000000000000000000,1873528153938493691274075579,0,0
2025-09-13,10028054281865581830000,184757000000000000000000,1949651765734150694033565764,0,0
2025-09-14,10027922027332954690000,184782000000000000000000,1949440624212841918729767064,0,0
2025-09-15,10034375966303436570000,183669000000000000000000,1960678958219960602904323814,0,0
2025-09-16,10034414814359816490000,183666000000000000000000,1960785163922029191252049314,0,0
2025-09-17,10020134866571758540000,186180000000000000000000,1935904276788237318010908514,0,0
2025-09-18,10023211873300023580000,185649000000000000000000,1941553095910191761865517164,0,0
2025-09-19,10012216324041058260000,187658000000000000000000,1922074210205279248962730855,0,0
2025-09-20,10008504917701643100000,188350000000000000000000,1915351599802129045308494487,0,0
2025-09-21,10003553709178773700000,189279000000000000000000,1906208617841813767267193906,0,0
2025-09-22,9999984925496021601274,189957000000000000000000,1899535025611214743347413476,0,0
2025-09-23,10000012984919173690000,189957000000000000000000,1899641610578517771405999914,0,0
2025-09-24,9999481023678765934964,190061000000000000000000,1898667129591115830863497441,0,0
2025-09-25,10000044492955200890000,189957000000000000000000,1899761299789477772600055025,0,0
2025-09-26,9998694433511234315659,190215000000000000000000,1897233655694636388744613155,0,0
2025-09-27,9997696577781916008317,190414000000000000000000,1895460463831200356076776020,0,0
2025-09-28,9998189321752210158013,190327000000000000000000,1896447592525850877919063697,0,0
2025-09-29,9998230568851978345598,190327000000000000000000,1896603232583438028387839956,0,0
2025-09-30,10008531932285655390000,188420000000000000000000,1916167549813128255753140203,0,0
2025-10-01,9993591491506927373381,191251000000000000000000,1888449659642322757312327967,0,0
2025-10-02,10012350081298960160000,187769000000000000000000,1923712378635874399123442337,0,0
2025-10-03,10015828467252413530000,187157000000000000000000,1930260955273466566786749156,0,0
2025-10-04,10009841576868131490000,188258000000000000000000,1919400060452136329492431356,0,0
2025-10-05,10007956712178523370000,188622000000000000000000,1916078370060022926264073558,0,0
2025-10-06,10009956960910737300000,188258000000000000000000,1919830511967094801266456958,0,0
2025-10-07,9999361554313877135986,190247000000000000000000,1900080401602623006594142387,0,0
2025-10-08,9994103740391594635427,191242000000000000000000,1890263735072550813554609175,0,0
2025-10-09,9990486660616076036318,191927000000000000000000,1883676276513326456392374216,0,0
2025-10-10,9990524722009913258594,191926000000000000000000,1883806084013145829202435675,0,0
2025-10-11,9990578096495002784426,191919000000000000000000,1883933009641387782936749289,0,0
2025-10-12,9990125087417451101947,192004000000000000000000,1883108754879145410213593514,0,0
2025-10-13,10000860138546068190000,190013000000000000000000,1903421083345611767279703281,0,0
2025-10-14,10000921969116414840000,190015000000000000000000,1903675906419125641183168928,0,0
2025-10-15,10002992912870090960000,189631000000000000000000,1907649360858210603323563227,0,0
2025-10-16,10036320078148282100000,183677000000000000000000,1967678177727175251986188015,0,0
2025-10-17,10028496375643654070000,185041000000000000000000,1954257149644167377116639915,0,0
2025-10-18,10000384437395434810000,190197000000000000000000,1903465239851922400410047923,0,0
2025-10-19,10020759233440735800000,186465000000000000000000,1941165968006405630461053815,0,0
2025-10-20,10036854076535750000000,183666000000000000000000,1969457073160300279479995165,0,0
2025-10-21,10035825955200712370000,183844000000000000000000,1967718575125483230184183715,0,0
2025-10-22,10036910668511853200000,183666000000000000000000,1969658370651030568868357615,0,0
2025-10-23,10036921896993853980000,183666000000000000000000,1969698315256762884281858915,0,0
2025-10-24,10036839067984958410000,183684000000000000000000,1969598238125762843924301515,0,0
2025-10-25,10036965817628010710000,183667000000000000000000,1969865356789788938572418465,0,0
2025-10-26,10036977646169576260000,183666000000000000000000,1969896621300659992589737715,0,0
2025-10-27,10036991781419149460000,183666000000000000000000,1969946902917782424774208565,0,0
2025-10-28,10037010628709226170000,183666000000000000000000,1970013943555921565146846965,0,0
2025-10-29,10037049791506702190000,183666000000000000000000,1970153229450959740688531165,0,0
2025-10-30,10037137884831337500000,183666000000000000000000,1970466446737617753695313265,0,0
2025-10-31,10037196523674451660000,183666000000000000000000,1970674956343022151843063065,0,0
2025-11-01,10037222449469484690000,183667000000000000000000,1970777969766601602562260615,0,0
2025-11-02,10037238825774640940000,183666000000000000000000,1970825393646922737685765215,0,0
2025-11-03,10037266680038738420000,183666000000000000000000,1970924447093889175666300965,0,0
2025-11-04,10037278646023843200000,183666000000000000000000,1970967002494378525887653765,0,0
2025-11-05,10037308505127537230000,183666000000000000000000,1971073180705697396316000865,0,0
2025-11-06,10036187378681965790000,183863000000000000000000,1969211495271630857648890665,0,0
2025-11-07,10011251016174508180000,188331000000000000000000,1925407167842596302963817367,0,0
2025-11-08,10037695691499881000000,183666000000000000000000,1972447862114015683688241217,0,0
2025-11-09,10033447447101817470000,184400000000000000000000,1965203868685387799032388617,0,0
2025-11-10,10037797249408013840000,183666000000000000000000,1972808781199246286562777217,0,0
2025-11-11,10037285487124720720000,183757000000000000000000,1971973799382502782021576817,0,0
2025-11-12,10037311662874705640000,183754000000000000000000,1972034473493286673715955067,0,0
2025-11-13,10037854964249367760000,183666000000000000000000,1973013927520601571102770067,0,0
2025-11-14,10037927931176698440000,183666000000000000000000,1973273209771337717069815267,0,0
2025-11-15,10032693671528315580000,184574000000000000000000,1964369326065494728364536867,0,0
2025-11-16,10023544170683381950000,186191000000000000000000,1948464082545833609969684317,0,0
2025-11-17,10021903779925425750000,186505000000000000000000,1945775199082327335755881910,0,0
2025-11-18,10038095695680290160000,183716000000000000000000,1974409555192131919905643294,0,0
2025-11-19,10019411501597361430000,186995000000000000000000,1941769443830279426311723794,0,0
2025-11-20,10027430660906732850000,185598000000000000000000,1956319371241565672185539073,0,0
2025-11-21,10016780159873463250000,187522000000000000000000,1937565488240403898640181503,0,0
2025-11-22,10001979326142221280000,190269000000000000000000,1910258373104723921870221206,0,0
2025-11-23,10000154230345916710000,190622000000000000000000,1906868936115705875186281695,0,0
2025-11-24,9984882036426887923118,193491000000000000000000,1878628973292185596310438080,0,0
2025-11-25,9996590810335292582461,191335000000000000000000,1900504121975947890761680806,0,0
2025-11-26,10013893398500877180000,188112000000000000000000,1932984860427240011312785814,0,0
2025-11-27,10036396378621800560000,184158000000000000000000,1973133991059726408301793940,0,0
2025-11-28,10039303687292327040000,183666000000000000000000,1978153308320164766922404040,0,0
2025-11-29,10038837667442614150000,183747000000000000000000,1977377436726201075461919790,0,0
2025-11-30,10039319973892625510000,183666000000000000000000,1978211131441631960337731790,0,0
2025-12-01,10034196888671704360000,184547000000000000000000,1969462736674481696456503440,0,0
2025-12-04,10029718393583975010000,185349000000000000000000,1961942599974434360860451040,0,0
2025-12-05,10019460637589398070000,187193000000000000000000,1944017457004324297934493607,0,0
2025-12-06,10007405481329596810000,189406000000000000000000,1922015952196526903642061207,0,0
2025-12-07,10037386004200465150000,184079000000000000000000,1975807343838005311170013457,0,0
2025-12-08,10032569204056237550000,184915000000000000000000,1967572412896660388802383657,0,0
2025-12-09,10037518796092675980000,184073000000000000000000,1976215541244360767798486657,0,0
2025-12-10,10039943587327807500000,183666000000000000000000,1980422401199532877288216007,0,0
2025-12-11,10039808653441860580000,183692000000000000000000,1980226215873872592655884607,0,0
2025-12-12,10040023119073289280000,183666000000000000000000,1980704549497862886608163607,0,0
2025-12-13,10040034436769226130000,183666000000000000000000,1980744707255015574012063607,0,0
2025-12-14,10040526759032816430000,183666000000000000000000,1982487228928424021278443976,0,0
2025-12-15,9983378120632425705769,194086000000000000000000,1879013158192048298419456812,0,0
2025-12-16,10022255894245717710000,186907000000000000000000,1951281990473961504165252018,0,0
2025-12-17,10040603874223796920000,183755000000000000000000,1983725806632599544962224683,0,0
2025-12-18,10034599086077785350000,184818000000000000000000,1973811729751263399210527066,0,0
2025-12-19,10040652090557762260000,183847000000000000000000,1984895207407259827200627852,0,0
2025-12-20,10040186001764372400000,183935000000000000000000,1984197649258076504351031152,0,0
2025-12-21,10030547158698280650000,185611000000000000000000,1967724468745782088224282752,0,0
2025-12-22,10017446095894294730000,187980000000000000000000,1944788439347890168772598241,0,0
2025-12-23,10033022420553095140000,185272000000000000000000,1973020711557311291949512244,0,0
