block_date,mid_price,base_reserve,quote_reserve,rejected_buy,rejected_sell
2025-02-03,9945385358638221026281,131062000000000000000000,1184088693557295334023724822,0,0
2025-02-04,10022196388745730980000,122099000000000000000000,1274482484809645018298004605,0,0
2025-02-05,9981040906247113602465,127099000000000000000000,1224963660723915956070256654,0,0
2025-02-06,9963846517529206387427,129110000000000000000000,1205286197240986404243253492,0,0
2025-02-07,9992137157096230547108,125807000000000000000000,1238679930382714754517437883,0,0
2025-02-08,10025556381895752150000,121790000000000000000000,1279244358527927989929240073,0,0
2025-02-09,10025847113040825620000,121758000000000000000000,1279597962726475829627934573,0,0
2025-02-10,10025448196582425680000,121808000000000000000000,1279177072176410227804494673,0,0
2025-02-11,10025968199109753520000,121758000000000000000000,1279886098949518313066328673,0,0
2025-02-12,10024384001753388730000,121963000000000000000000,1278276494937375763473036038,0,0
2025-02-13,10026170095750155540000,121758000000000000000000,1280366211367657284741141338,0,0
2025-02-14,10025921042691330580000,121808000000000000000000,1280302447486047105435168599,0,0
2025-02-15,10011904536745599090000,123489000000000000000000,1264043907753985002411993645,0,0
2025-02-16,10008379053654031190000,123930000000000000000000,1259925010244383710252261093,0,0
2025-02-17,9994456750072669994545,125672000000000000000000,1242993373925452996840905910,0,0
2025-02-18,10002649045909363030000,124680000000000000000000,1253372656740876741462380577,0,0
2025-02-19,10025135110728914200000,122011000000000000000000,1280572397707473706887223664,0,0
2025-02-20,10027347013032260870000,121758000000000000000000,1283161217568433536461024864,0,0
2025-02-21,10025743888349532930000,121947000000000000000000,1281347752384395848971865714,0,0
2025-02-22,9975721995180315715179,128020000000000000000000,1221553743798125021132354933,0,0
2025-02-23,10007853151541682920000,124190000000000000000000,1261278026754218480276940978,0,0
2025-02-24,10028449748529925700000,121758000000000000000000,1285772155943954209021671978,0,0
2025-02-26,10028713959668211530000,121759000000000000000000,1286409461006947883528012794,0,0
2025-02-27,10028887057761788220000,121758000000000000000000,1286809540635679375165911135,0,0
2025-02-28,10028948766901108970000,121758000000000000000000,1286956017097887919202410035,0,0
2025-03-02,10029040006743981240000,121758000000000000000000,1287172543321544175977242035,0,0
2025-03-03,10028776418822901140000,121813000000000000000000,1287131733670552976793051773,0,0
2025-03-04,10029451908990209400000,121758000000000000000000,1288149284940387492700043985,0,0
2025-03-05,10029545516791439440000,121758000000000000000000,1288371333068417053617463985,0,0
2025-03-06,10029600671093580870000,121758000000000000000000,1288502182181631042019358735,0,0
2025-03-07,10029635033045168380000,121758000000000000000000,1288583708627499907977105335,0,0
2025-03-08,10029666310578100530000,121758000000000000000000,1288657916148219665454200335,0,0
2025-03-09,10029663781353391140000,121759000000000000000000,1288662579473925358455842635,0,0
2025-03-10,10029790542263727410000,121758000000000000000000,1288952522722996139378568135,0,0
2025-03-11,10027188936137445730000,122070000000000000000000,1286085032459513671850160135,0,0
2025-03-12,10029926245058579170000,121758000000000000000000,1289274306601714735110264535,0,0
2025-03-13,10030021078795159590000,121758000000000000000000,1289499170892299911239889985,0,0
2025-03-14,10030058118264442500000,121758000000000000000000,1289587017377564861290691585,0,0
2025-03-15,10030008814905341710000,121768000000000000000000,1289576769233410223604636635,0,0
2025-03-16,10030155670193606040000,121758000000000000000000,1289818351003536274738436435,0,0
2025-03-17,10030274729824628150000,121766000000000000000000,1290185738257536126470316554,0,0
2025-03-18,10030422704941867560000,121758000000000000000000,1290451168069376414196700554,0,0
2025-03-19,10030745402096965610000,121758000000000000000000,1291215103692033804892211176,0,0
2025-03-20,10030783736311024690000,121758000000000000000000,1291305964576771179749882476,0,0
2025-03-21,10031179006833885200000,121758000000000000000000,1292241080405804945161592224,0,0
2025-03-22,10031444267776684400000,121758000000000000000000,1292868825565164512609417904,0,0
2025-03-23,10029980751365978890000,121939000000000000000000,1291330702659180862950726054,0,0
2025-03-24,10031681813806796210000,121758000000000000000000,1293431237091480945833117154,0,0
2025-03-25,10031762659522255940000,121758000000000000000000,1293622663955847741714134504,0,0
2025-03-26,10031811830620788280000,121758000000000000000000,1293739103711146405385594504,0,0
2025-03-27,10024029718958192860000,122720000000000000000000,1285394623857175624591678929,0,0
2025-03-28,10032460235316208430000,121758000000000000000000,1295270719635425763979676079,0,0
2025-04-01,10027634399505126700000,122341000000000000000000,1290017506832363698462590956,0,0
2025-04-02,10003179652137718420000,125286000000000000000000,1260817727227726407745830535,0,0
2025-04-03,10033020206248541890000,121758000000000000000000,1296594195253987576135438943,0,0
2025-04-04,10032992079968152220000,121767000000000000000000,1296624212770318873802582993,0,0
2025-04-05,10033101662826044010000,121758000000000000000000,1296786887249843525790332693,0,0
2025-04-06,10029645935450510580000,122164000000000000000000,1292929224970614644929598293,0,0
2025-04-07,10017626178502857930000,123580000000000000000000,1278924184294399459198268893,0,0
2025-04-08,9972674350373132456122,129061000000000000000000,1224545395787460006484348354,0,0
2025-04-09,9980583531011946282775,128142000000000000000000,1233987788942743115738738861,0,0
2025-04-10,9891695895994813080474,137691000000000000000000,1139687835241706296507945081,0,0
2025-04-11,9885173478728112921966,138320000000000000000000,1133555455745810647133412554,0,0
2025-04-12,9859057040711408726690,140743000000000000000000,1109812860196289507550363076,0,0
2025-04-13,9797344092220412994294,145980000000000000000000,1058750103176576482908244636,0,0
2025-04-14,9820011752283288491202,144151000000000000000000,1076900486218491069743357706,0,0
2025-04-15,9830320271113701630961,143292000000000000000000,1085440564376076164199290541,0,0
2025-04-16,9897566930531831918075,137218000000000000000000,1146121956284422875553770932,0,0
2025-04-17,9830815452911559003643,143344000000000000000000,1086559229483627755311484464,0,0
2025-04-18,9785404968451170601427,147056000000000000000000,1050539249398014931081394515,0,0
2025-04-19,9816641130021063460977,144583000000000000000000,1075287758985341944658677577,0,0
2025-04-20,9949605962840460024522,131949000000000000000000,1200924668150558247787422172,0,0
2025-04-21,9986075722292570580431,127754000000000000000000,1243186141013050556006922400,0,0
2025-04-22,9948360441321074572088,132132000000000000000000,1199972826950168266171308845,0,0
2025-04-23,9961041843046665274992,130723000000000000000000,1214189166475547594281860344,0,0
2025-04-24,9934720072701656989814,133633000000000000000000,1185483688545817950176598831,0,0
2025-05-02,9953914367400287620542,131548000000000000000000,1206395058523087984988344959,0,0
2025-05-03,9954749147863112961276,131486000000000000000000,1207611339168429112958518443,0,0
2025-05-04,9893862035514861605658,137929000000000000000000,1145446684913172760101985976,0,0
2025-05-05,9694388735673452308228,153969000000000000000000,989347577494319895222061152,0,0
2025-05-06,9684090220147199684065,154655000000000000000000,982815645104535203663051485,0,0
2025-05-07,9691348540474974830438,154183000000000000000000,987471839820218852419919554,0,0
2025-05-08,9655015517696652986682,156532000000000000000000,964983732824264289439285279,0,0
2025-05-09,9650348162845407849347,156830000000000000000000,962228827345526996727183855,0,0
2025-05-10,9714404038103559241531,152672000000000000000000,1002834066618121373851829684,0,0
2025-05-11,9796412754531214065326,146627000000000000000000,1062141534256194549903560514,0,0
2025-05-12,9781219072242045936482,147825000000000000000000,1050501512634063586175100464,0,0
2025-05-13,9866361663920939110975,140682000000000000000000,1121078789565352793961959872,0,0
2025-05-14,9855101073696922042187,141707000000000000000000,1111063165078616937582764058,0,0
2025-05-15,9697887458873335494466,153926000000000000000000,992818020553590483115157085,0,0
2025-05-16,9661999732320105038912,156288000000000000000000,970405745609938416176081333,0,0
2025-05-17,9777648911521418097334,148263000000000000000000,1048941072505943882881432462,0,0
2025-05-18,9761198856103730419775,149525000000000000000000,1036855851520911057805163084,0,0
2025-05-19,9763745599397082170076,149340000000000000000000,1038756437643329072341127033,0,0
2025-05-22,9752051244004620773456,150287000000000000000000,1030810274549062047320169625,0,0
2025-05-23,9730549613096538005158,151852000000000000000000,1015787024341362998595457826,0,0
2025-05-24,9744015537014033906439,150895000000000000000000,1025234074852998138098803207,0,0
2025-05-25,9773901822686535579445,148678000000000000000000,1047014051064366276195138364,0,0
2025-05-26,9750668544013324684965,150434000000000000000000,1030126629805683842910746762,0,0
2025-05-27,9729265551809815482683,151988000000000000000000,1015200461028710080569898003,0,0
2025-05-28,10041361878741490930000,121758000000000000000000,1316073936852558419210476089,0,0
2025-05-29,10041407006100741400000,121758000000000000000000,1316179949180460529510511289,0,0
2025-05-30,10041482308044111800000,121758000000000000000000,1316356811076417679589455289,0,0
2025-05-31,10041487735798613020000,121758000000000000000000,1316369563402471292546178489,0,0
2025-06-01,10041504061965361600000,121758000000000000000000,1316407918667195223761204389,0,0
2025-06-02,10041700764758075720000,121758000000000000000000,1316869577248850290364745889,0,0
2025-06-03,10041745913891727620000,121763000000000000000000,1317030097767156775138853489,0,0
2025-06-04,10041833245145516660000,121758000000000000000000,1317180652259927979654866139,0,0
2025-06-05,10041844275223818630000,121758000000000000000000,1317206558719160888275748139,0,0
2025-06-06,10041875057435269680000,121758000000000000000000,1317278848588576529977136139,0,0
2025-06-07,10041891474973257290000,121758000000000000000000,1317317406134308513925590539,0,0
2025-06-08,10041949665190593130000,121758000000000000000000,1317454035719700770263022989,0,0
2025-06-09,10042027399563038060000,121758000000000000000000,1317636526258364049372780589,0,0
2025-06-10,10042178565780436640000,121758000000000000000000,1317991243019595249763243589,0,0
2025-06-11,10042199606711349200000,121758000000000000000000,1318040645197319345122052189,0,0
2025-06-12,10042206577679087080000,121758000000000000000000,1318057013394856008923057439,0,0
2025-06-13,10042209058156967880000,121758000000000000000000,1318062837800179261772693939,0,0
2025-06-14,10042238995410044700000,121758000000000000000000,1318133122470238816430463939,0,0
2025-06-15,10042266025185623900000,121758000000000000000000,1318196580617082368707257139,0,0
2025-06-16,10042519462353888770000,121758000000000000000000,1318790843847613592234789960,0,0
2025-06-17,10042526418603894820000,121772000000000000000000,1318959952882930062945082760,0,0
2025-06-18,10042692132980963760000,121758000000000000000000,1319195934169194126266419260,0,0
2025-06-19,10038493398861195280000,122241000000000000000000,1314562954566910584685759410,0,0
2025-06-20,10033643533999870500000,122817000000000000000000,1309262224179554908990409031,0,0
2025-06-21,10043027191878496210000,121758000000000000000000,1319981478549508662105860331,0,0
2025-06-22,10037181769791806890000,122422000000000000000000,1313417443266556956260658931,0,0
2025-06-23,10041646473473872650000,121923000000000000000000,1318539875599628314548309081,0,0
2025-06-24,10043174473325203420000,121758000000000000000000,1320326935881817586412207481,0,0
2025-06-25,10043269248054964580000,121758000000000000000000,1320549184927044328376943781,0,0
2025-06-26,10043345536183112740000,121758000000000000000000,1320728086517186950314643681,0,0
2025-06-27,10043363731394266380000,121758000000000000000000,1320770766739686939476192431,0,0
2025-06-28,10043467599818090840000,121758000000000000000000,1321014290641792106462523631,0,0
2025-06-29,10043472523753259390000,121758000000000000000000,1321025840336136801531573131,0,0
2025-06-30,10043535894665405130000,121758000000000000000000,1321174435676234104645419131,0,0
2025-07-01,10043639137261829060000,121758000000000000000000,1321416458748396363510792981,0,0
2025-07-02,10043794426520093320000,121758000000000000000000,1321780357538956653470074281,0,0
2025-07-03,10042161079058004580000,121950000000000000000000,1320044247677317750138903281,0,0
2025-07-04,10043899792086994060000,121758000000000000000000,1322027338005353275210930281,0,0
2025-07-05,10043901205604203200000,121758000000000000000000,1322030652468089750808094431,0,0
2025-07-06,10043917482602493360000,121758000000000000000000,1322068816093609096898384431,0,0
2025-07-07,10043987690677388260000,121758000000000000000000,1322233376996457999771975181,0,0
2025-07-08,10043991845903803390000,121758000000000000000000,1322243119455549601393413631,0,0
2025-07-09,10044005254114507120000,121758000000000000000000,1322274554978046342150858781,0,0
2025-07-10,10044025473839056350000,121758000000000000000000,1322321957750041732996689981,0,0
2025-07-11,10044110512205223190000,121758000000000000000000,1322521245481560780567925231,0,0
2025-07-12,10044176662529733680000,121758000000000000000000,1322676274214721555534520831,0,0
2025-07-13,10044197699520053730000,121758000000000000000000,1322725585783357071606781981,0,0
2025-07-14,10044242174178256770000,121758000000000000000000,1322829820801214342194453681,0,0
2025-07-15,10044257599340576890000,121758000000000000000000,1322865977199588294093169681,0,0
2025-07-16,10044336013988000780000,121758000000000000000000,1323049713748390734115545181,0,0
2025-07-17,10044416491312479550000,121758000000000000000000,1323238269133346947439436481,0,0
2025-07-18,10044446275433517750000,121758000000000000000000,1323308067144499385018487481,0,0
2025-07-19,10044480946038606710000,121758000000000000000000,1323389312251912824133668281,0,0
2025-07-20,10044506574713597200000,121758000000000000000000,1323449370331308265518406281,0,0
2025-07-21,10044866083123137410000,121758000000000000000000,1324290343735913867760567508,0,0
2025-07-22,10044916716178262030000,121758000000000000000000,1324408942852473287223504408,0,0
2025-07-23,10044971553456896290000,121758000000000000000000,1324537381295551380982217858,0,0
2025-07-24,10045086296259643050000,121758000000000000000000,1324806028724528219998010258,0,0
2025-07-25,10008421035388942020000,126116000000000000000000,1282218237958097229075562078,0,0
2025-07-26,9905503504439630297082,137873000000000000000000,1165973692429638584914109077,0,0
2025-07-27,9843305881333495699109,143739000000000000000000,1108404284707245573246699657,0,0
2025-07-28,9818045865164453288815,145916000000000000000000,1087186338852637861769855424,0,0
2025-07-29,9824708615211294377146,145361000000000000000000,1092738884747698855870411066,0,0
2025-07-30,9848439776251817867339,143311000000000000000000,1113073594343988478060765087,0,0
2025-07-31,9886517691041533079496,139804000000000000000000,1147993817094605022326452765,0,0
2025-08-01,9871171918074778543045,141266000000000000000000,1133676430520442990732069921,0,0
2025-08-02,9877456781210488412641,140680000000000000000000,1139536039824831194363338604,0,0
2025-08-03,9871012536633434748154,141308000000000000000000,1133745831633236423583700834,0,0
2025-08-04,9883183083489393978782,140164000000000000000000,1145149941265726097843173719,0,0
2025-08-05,9858119938801226504937,142514000000000000000000,1122204387048628171189905893,0,0
2025-08-06,9821648749811567354809,145720000000000000000000,1090946033409187508126824063,0,0
2025-08-07,9865943663009364913426,141830000000000000000000,1129516321147746196959997682,0,0
2025-08-08,9982220287278765414747,129586000000000000000000,1251694077573922612997805400,0,0
2025-08-09,9982228743199848332426,129586000000000000000000,1251714240853015775293956793,0,0
2025-08-10,9976226358976838118913,130310000000000000000000,1244529191099395603767516299,0,0
2025-08-11,9902632897342318482834,138386000000000000000000,1165011396920474508429669094,0,0
2025-08-12,9895154948943768137414,139132000000000000000000,1157703721105161557485762877,0,0
2025-08-13,9902501136059691066878,138407000000000000000000,1164946446448535436746194372,0,0
2025-08-14,9927809699882089602735,135814000000000000000000,1190889539279044313007548209,0,0
2025-08-15,9962536673547840341149,131992000000000000000000,1229230161834954774136793021,0,0
2025-08-16,9744949928578512491632,151952000000000000000000,1033551428245596071861748891,0,0
2025-08-17,9695393679733543057182,155451000000000000000000,999923139560390141857791110,0,0
2025-08-18,9724471747287462439099,153486000000000000000000,1019630172479911592293278167,0,0
2025-08-19,9771002236631164648224,150082000000000000000000,1053148052811885348680268115,0,0
2025-08-20,9764204551232318697626,150617000000000000000000,1048201525900202749975735591,0,0
2025-08-21,9766204257710784651113,150471000000000000000000,1049723704570229710481532002,0,0
2025-08-22,9757269020225778247013,151151000000000000000000,1043184100305107517079959237,0,0
2025-08-23,9757312004650790403855,151151000000000000000000,1043237368738522465941350891,0,0
2025-08-24,9757397404235203664792,151151000000000000000000,1043343210956888154630000438,0,0
2025-08-25,9757044739887178097696,151179000000000000000000,1043096644437029511473561462,0,0
2025-08-26,9752183172970640424649,151548000000000000000000,1039610758108514864497569085,0,0
2025-08-27,9752403095564615363348,151548000000000000000000,1039880053175516514107912097,0,0
2025-08-28,9745336666212452420806,152078000000000000000000,1034859828379045733345453720,0,0
2025-08-29,9885824490523403274566,140331000000000000000000,1151072061237764198455639652,0,0
2025-08-30,10050462118138686600000,121758000000000000000000,1337263498048311975900523392,0,0
2025-08-31,10002494705642664070000,127458000000000000000000,1280823085776155032907358873,0,0
2025-09-01,10000430993610174670000,127743000000000000000000,1278435967394596414091109149,0,0
2025-09-02,10002704305450785650000,127478000000000000000000,1281557371948317143655283903,0,0
2025-09-03,10001043430669986090000,127698000000000000000000,1279545925440397356757777330,0,0
2025-09-04,10023091173533984480000,125002000000000000000000,1306897353712237118373538439,0,0
2025-09-05,10046810159999668260000,122278000000000000000000,1334455619741203749249861089,0,0
2025-09-06,10051580796374137330000,121758000000000000000000,1339864826151150424578628289,0,0
2025-09-07,10051564312518036390000,121762000000000000000000,1339870852296493877310177689,0,0
2025-09-08,10051627083011769250000,121758000000000000000000,1339972666456503470813822839,0,0
2025-09-09,10046062836346874240000,122386000000000000000000,1333887281131632823637343439,0,0
2025-09-10,9993755031666354766486,128697000000000000000000,1271085067502566217997978668,0,0
2025-09-11,9970358011370166867445,131560000000000000000000,1242812265881291648904014083,0,0
2025-09-12,9980001503529282318910,130412000000000000000000,1254357151864491939723669224,0,0
2025-09-13,10042482535750742550000,122849000000000000000000,1330508260817916755602110924,0,0
2025-09-14,10042278000211806870000,122874000000000000000000,1330296815056657997032149974,0,0
2025-09-15,10052292805502070690000,121761000000000000000000,1341553211793811323648935474,0,0
2025-09-16,10052352828213867120000,121758000000000000000000,1341659602606812596217257274,0,0
2025-09-17,10030314209597992380000,124272000000000000000000,1316743920117301546515261124,0,0
2025-09-18,10035023037835372370000,123741000000000000000000,1322398860043462492272941824,0,0
2025-09-19,10018285235927471950000,125750000000000000000000,1302902390498266348104512528,0,0
2025-09-20,10012695740265468460000,126442000000000000000000,1296176310472996087369280453,0,0
2025-09-21,10005286032453776650000,127371000000000000000000,1287030615297495806754673082,0,0
2025-09-22,9999978147132394206617,128049000000000000000000,1280356443284897777909437645,0,0
2025-09-23,10000019774464856000000,128049000000000000000000,1280463020994772541542751970,0,0
2025-09-24,9999230321895454579471,128153000000000000000000,1279488549161536601267442221,0,0
2025-09-25,10000066516401293370000,128049000000000000000000,1280582704996042155525829331,0,0
2025-09-26,9998062011737513116649,128307000000000000000000,1278055136294586488157444157,0,0
2025-09-27,9996578271718764356796,128506000000000000000000,1276282069769621831185652748,0,0
2025-09-28,9997311254180048633962,128419000000000000000000,1277269091097760558036857128,0,0
2025-09-29,9997372638065995871499,128419000000000000000000,1277424702130268379396934704,0,0
2025-09-30,10012733817408980250000,126512000000000000000000,1296992091066874011665046667,0,0
2025-10-01,9990455483505797906181,129343000000000000000000,1269272564642123748840056111,0,0
2025-10-02,10018480604694611350000,125861000000000000000000,1304540282895901945607725252,0,0
2025-10-03,10023743781293642990000,125249000000000000000000,1311093333413987770575762577,0,0
2025-10-04,10014699220402346680000,126350000000000000000000,1300225506738595821071183377,0,0
2025-10-05,10011867451283851600000,126714000000000000000000,1296902294439047305462103519,0,0
2025-10-06,10014871961977240440000,126350000000000000000000,1300656082532997814363943519,0,0
2025-10-07,9999053350549990246958,128339000000000000000000,1280901482623058495042853167,0,0
2025-10-08,9991223320358845643867,129334000000000000000000,1271086365303599226170250658,0,0
2025-10-09,9985806135088359816208,130019000000000000000000,1264501355264931407409052102,0,0
2025-10-10,9985863492448803223093,130018000000000000000000,1264631092759419398565590694,0,0
2025-10-11,9985943716478643856733,130011000000000000000000,1264757957228988780587858486,0,0
2025-10-12,9985263582959401797130,130096000000000000000000,1263934093803549126612257993,0,0
2025-10-13,10001276592808373200000,128105000000000000000000,1284241863748360830288751660,0,0
2025-10-14,10001368336130940230000,128107000000000000000000,1284496649880578041695412491,0,0
2025-10-15,10004447328915873760000,127723000000000000000000,1288470470385381177826390076,0,0
2025-10-16,10055274232419486410000,121769000000000000000000,1348558361317287940111555394,0,0
2025-10-17,10043122514095800950000,123133000000000000000000,1335114846669356772143874194,0,0
2025-10-18,10000570549622342100000,128289000000000000000000,1284286196309322853087942303,0,0
2025-10-19,10031234762892915360000,124557000000000000000000,1322006478458436823858571601,0,0
2025-10-20,10056095703138572120000,121758000000000000000000,1350339256244122264778661801,0,0
2025-10-21,10054490130879022740000,121936000000000000000000,1348597473397176699157386351,0,0
2025-10-22,10056182593984133310000,121758000000000000000000,1350540916422854122458297601,0,0
2025-10-23,10056199834380817150000,121758000000000000000000,1350580936441559877566693901,0,0
2025-10-24,10056069804860253660000,121776000000000000000000,1350480662068390323851784401,0,0
2025-10-25,10056267112504414680000,121759000000000000000000,1350748285971799175578297901,0,0
2025-10-26,10056285433870461850000,121758000000000000000000,1350779610248010282008391601,0,0
2025-10-27,10056307138039657070000,121758000000000000000000,1350829986556359327022572901,0,0
2025-10-28,10056336077594884520000,121758000000000000000000,1350897152600741159635803501,0,0
2025-10-29,10056396211910900590000,121758000000000000000000,1351036691247887920009707501,0,0
2025-10-30,10056531482769051160000,121758000000000000000000,1351350435917650607804682201,0,0
2025-10-31,10056621528068672000000,121758000000000000000000,1351559314105805529870372901,0,0
2025-11-01,10056661179945584580000,121759000000000000000000,1351662516657828583791341251,0,0
2025-11-02,10056686488286583020000,121758000000000000000000,1351710031265727461320152151,0,0
2025-11-03,10056729262708074210000,121758000000000000000000,1351809268781934088443363751,0,0
2025-11-04,10056747638447091140000,121758000000000000000000,1351851905238760564215283751,0,0
2025-11-05,10056793492450169320000,121758000000000000000000,1351958280385320309406998951,0,0
2025-11-06,10055041604111785830000,121955000000000000000000,1350093028529199947252592801,0,0
2025-11-07,10016806815247109370000,126423000000000000000000,1306235601786691538573782696,0,0
2025-11-08,10057388116849905700000,121758000000000000000000,1353334519317002798360061296,0,0
2025-11-09,10050764556189654120000,122492000000000000000000,1346077161493814871985525496,0,0
2025-11-10,10057544108508307940000,121758000000000000000000,1353696070621005913773986546,0,0
2025-11-11,10056743515992436590000,121849000000000000000000,1352859453150774218970448496,0,0
2025-11-12,10056784184391144860000,121846000000000000000000,1352920244166862437724510046,0,0
2025-11-13,10057632761238325900000,121758000000000000000000,1353901605783606112365974346,0,0
2025-11-14,10057744845359839650000,121758000000000000000000,1354161346056791393205273546,0,0
2025-11-15,10049587590804906460000,122666000000000000000000,1345241150773008104608631946,0,0
2025-11-16,10035474838283774930000,124283000000000000000000,1329313021887072491836627596,0,0
2025-11-17,10032962348323861810000,124597000000000000000000,1326620907446999501505432239,0,0
2025-11-18,10057994337357928400000,121808000000000000000000,1355298936357134296352158752,0,0
2025-11-19,10029156125204024160000,125087000000000000000000,1322610914079182690534344752,0,0
2025-11-20,10041435787143927130000,123690000000000000000000,1337177849693170721826461006,0,0
2025-11-21,10025152776271427840000,125614000000000000000000,1318402906403646760543133234,0,0
2025-11-22,10002936062966056510000,128361000000000000000000,1291083235034246014226062302,0,0
2025-11-23,10000229133654448490000,128714000000000000000000,1287693611219274966525608940,0,0
2025-11-24,9977393360701140920594,131583000000000000000000,1259463848432026650643785822,0,0
2025-11-25,9994941211459056228013,129427000000000000000000,1281329008285009730766056203,0,0
2025-11-26,10020779002764651230000,126204000000000000000000,1313817994334830671433778733,0,0
2025-11-27,10055316181173379850000,122250000000000000000000,1354018033474323438066545427,0,0
2025-11-28,10059858727292723430000,121758000000000000000000,1359047214483468694476582327,0,0
2025-11-29,10059128939911648980000,121839000000000000000000,1358269763341617030633189877,0,0
2025-11-30,10059883761055859410000,121758000000000000000000,1359105154135619472194392127,0,0
2025-12-01,10051889844260621350000,122639000000000000000000,1350340087803378618549413177,0,0
2025-12-04,10044946559293055780000,123441000000000000000000,1342807412492056953324373877,0,0
2025-12-05,10029214817092328400000,125285000000000000000000,1324859776366515946164487734,0,0
2025-12-06,10011021700230554800000,127498000000000000000000,1302843671048631598345947984,0,0
2025-12-07,10056846093110972850000,122171000000000000000000,1356695464431814929233692984,0,0
2025-12-08,10049350483985917070000,123007000000000000000000,1348445651335332549619383184,0,0
2025-12-09,10057050751119634780000,122165000000000000000000,1357104384691727192465408584,0,0
2025-12-10,10060842410696802800000,121758000000000000000000,1361319704298066568211725734,0,0
2025-12-11,10060630488364640390000,121784000000000000000000,1361123107890662810728663884,0,0
2025-12-12,10060964694218960000000,121758000000000000000000,1361602398454967961305525984,0,0
2025-12-13,10060982096025685630000,121758000000000000000000,1361642638658474710894165984,0,0
2025-12-14,10061739165008008880000,121758000000000000000000,1363386794817988700954709084,0,0
2025-12-15,9975141069376254801633,132178000000000000000000,1259851689370858359640402967,0,0
2025-12-16,10033458905444244340000,124999000000000000000000,1332130363139704982273603932,0,0
2025-12-17,10061842131600817190000,121847000000000000000000,1364625863603687762234318340,0,0
2025-12-18,10052465481943215040000,122910000000000000000000,1354692061540030903860694418,0,0
2025-12-19,10061900145613629870000,121939000000000000000000,1365795907683171251642202430,0,0
2025-12-20,10061168544321387990000,122027000000000000000000,1365096854544896668831228880,0,0
2025-12-21,10046175829241202390000,123703000000000000000000,1348593584146023257706208080,0,0
2025-12-22,10026123636854184850000,126072000000000000000000,1325629434566595776175864661,0,0
2025-12-23,10049993168468133350000,123364000000000000000000,1353896869509827555830404090,0,0
