block_date,mid_price,base_reserve,quote_reserve,rejected_buy,rejected_sell
2025-02-12,1001494004610822704,198147000000000000000000,204012882927341000139445,0,0
2025-02-13,1001601867156997687,197942000000000000000000,204221650441613744983083,0,0
2025-02-14,1001586947687806678,197992000000000000000000,204215295937586203612033,0,0
2025-02-15,1000734585768957469,199673000000000000000000,202590648378650489178227,0,0
2025-02-16,1000518086278381168,200114000000000000000000,202178924822868237307020,0,0
2025-02-17,999656570166831005,201856000000000000000000,200485869084756391410737,0,0
2025-02-18,1000164343610309065,200864000000000000000000,201523870158273423549390,0,0
2025-02-19,1001540046383541517,198195000000000000000000,204242421770901710560525,0,0
2025-02-20,1001673544081545989,197942000000000000000000,204501041312991233037204,0,0
2025-02-21,1001576849685025277,198131000000000000000000,204319881521543139060269,0,0
2025-02-22,998509477844887225,204204000000000000000000,198340694856850488688963,0,0
2025-02-23,1000486004605633617,200374000000000000000000,202314509732029226074498,0,0
2025-02-24,1001740676011838054,197942000000000000000000,204762222299875355925919,0,0
2025-02-26,1001756761877893196,197943000000000000000000,204825915490320131720268,0,0
2025-02-27,1001767290467124928,197942000000000000000000,204865891320619577377796,0,0
2025-02-28,1001771045723037186,197942000000000000000000,204880524383959875479659,0,0
2025-03-02,1001776597891495849,197942000000000000000000,204902156633559276556510,0,0
2025-03-03,1001760865343006493,197997000000000000000000,204898101266748620617509,0,0
2025-03-04,1001801660898404439,197942000000000000000000,204999759332570203802505,0,0
2025-03-05,1001807356131623658,197942000000000000000000,205021942922678724786938,0,0
2025-03-06,1001810711709233689,197942000000000000000000,205035014305753400013430,0,0
2025-03-07,1001812802250528304,197942000000000000000000,205043158169670188183101,0,0
2025-03-08,1001814705116971636,197942000000000000000000,205050570873967696975662,0,0
2025-03-09,1001814557017459633,197943000000000000000000,205051036689563020130833,0,0
2025-03-10,1001822262928411411,197942000000000000000000,205080004173521193602581,0,0
2025-03-11,1001665567904109977,198254000000000000000000,204793576775349877758603,0,0
2025-03-12,1001830518245620198,197942000000000000000000,205112152230295300754995,0,0
2025-03-13,1001836287083831851,197942000000000000000000,205134616808733163864590,0,0
2025-03-14,1001838540181467299,197942000000000000000000,205143391899271871358034,0,0
2025-03-15,1001835599468240111,197952000000000000000000,205142368969105478817168,0,0
2025-03-16,1001844474087524620,197942000000000000000000,205166500702274065101274,0,0
2025-03-17,1001851763120154355,197950000000000000000000,205203212805480690353991,0,0
2025-03-18,1001860716262770458,197942000000000000000000,205229727492029237091516,0,0
2025-03-19,1001880341982549762,197942000000000000000000,205306076446819860006261,0,0
2025-03-20,1001882673233792855,197942000000000000000000,205315152417297733648679,0,0
2025-03-21,1001906709285094692,197942000000000000000000,205408619480274026793078,0,0
2025-03-22,1001922837666423548,197942000000000000000000,205471349374883406767989,0,0
2025-03-23,1001834888940354062,198123000000000000000000,205317726358588306373005,0,0
2025-03-24,1001937279652016486,197942000000000000000000,205527535885007720365999,0,0
2025-03-25,1001942194508836463,197942000000000000000000,205546658156203777291682,0,0
2025-03-26,1001945183700125458,197942000000000000000000,205558288955689969518933,0,0
2025-03-27,1001475912591736981,198904000000000000000000,204724866222637392372299,0,0
2025-03-28,1001984596810432909,197942000000000000000000,205711403242802281296425,0,0
2025-04-01,1001694168337838459,198525000000000000000000,205186720315143714008073,0,0
2025-04-02,1000197598920948939,201470000000000000000000,202268455375965909266828,0,0
2025-04-03,1002018627040020913,197942000000000000000000,205843654639393197582300,0,0
2025-04-04,1002016975729311251,197951000000000000000000,205846653794325833530513,0,0
2025-04-05,1002023576671333009,197942000000000000000000,205862900868491172530881,0,0
2025-04-06,1001815803243177486,198348000000000000000000,205477606734842402929545,0,0
2025-04-07,1001086793291846634,199764000000000000000000,204078376859781799548866,0,0
2025-04-08,998321422928823023,205245000000000000000000,198639515992761121541067,0,0
2025-04-09,998802547763861493,204326000000000000000000,199584611192764564291424,0,0
2025-04-10,993594519457782487,213875000000000000000000,190131042860292282796888,0,0
2025-04-11,993228453384934820,214504000000000000000000,189514972781432319349722,0,0
2025-04-12,991782978834510309,216927000000000000000000,187128000125513079031682,0,0
2025-04-13,988486849450155148,222164000000000000000000,181983942430898096740360,0,0
2025-04-14,989678295803601970,220335000000000000000000,183814174984884265128814,0,0
2025-04-15,990227180199578548,219476000000000000000000,184674646148134311983233,0,0
2025-04-16,993924006205885927,213402000000000000000000,190777453425832598321305,0,0
2025-04-17,990251006309406593,219528000000000000000000,184787302288642387354947,0,0
2025-04-18,987862548696759900,223240000000000000000000,181155108665095118852447,0,0
2025-04-19,989495079950493695,220767000000000000000000,183651613442258769289898,0,0
2025-04-20,996936412478699201,208133000000000000000000,196274930775106161377736,0,0
2025-04-21,999138219808086274,203938000000000000000000,200506329210637312219055,0,0
2025-04-22,996862138017719237,208316000000000000000000,196179545181859130065878,0,0
2025-04-23,997618162373970631,206907000000000000000000,197603706515591007032482,0,0
2025-04-24,996058574171736148,209817000000000000000000,194727270404673478712415,0,0
2025-05-02,997191893512206546,207732000000000000000000,196823011791759948917718,0,0
2025-05-03,997241396650725679,207670000000000000000000,196944885803460424337838,0,0
2025-05-04,993708313477540143,214113000000000000000000,190709820564033234924994,0,0
2025-05-05,983292575188966502,230153000000000000000000,174961946009990614584951,0,0
2025-05-06,982794501064037013,230839000000000000000000,174299235310391673168750,0,0
2025-05-07,983144692053048844,230367000000000000000000,174771679090242273236016,0,0
2025-05-08,981406340877795668,232716000000000000000000,172488123795832093277852,0,0
2025-05-09,981185668285366109,233014000000000000000000,172208059919772678429198,0,0
2025-05-10,984267367836036040,228856000000000000000000,176329186923737895701713,0,0
2025-05-11,988419079792602255,222811000000000000000000,182325175650332852841214,0,0
2025-05-12,987630630920350345,224009000000000000000000,181150303820545293421897,0,0
2025-05-13,992170396128211301,216866000000000000000000,188261480834803775214858,0,0
2025-05-14,991551861284579861,217891000000000000000000,187254041167137982027750,0,0
2025-05-15,983453430129303618,230110000000000000000000,175313535262374404404956,0,0
2025-05-16,981726986552152950,232472000000000000000000,173038549040329947520053,0,0
2025-05-17,987440870936685009,224447000000000000000000,180992809809979410837032,0,0
2025-05-18,986598636880716440,225709000000000000000000,179771828309539204111409,0,0
2025-05-19,986728068744549918,225524000000000000000000,179963915610293856330792,0,0
2025-05-22,986131615585595645,226471000000000000000000,179160744143402574007021,0,0
2025-05-23,985052673044427935,228036000000000000000000,177640750900534680828387,0,0
2025-05-24,985725806930866826,227079000000000000000000,178596769199193215980794,0,0
2025-05-25,987243631288335521,224862000000000000000000,180798378917457781564654,0,0
2025-05-26,986059965795839725,226618000000000000000000,179091618162512372245725,0,0
2025-05-27,984986854640362247,228172000000000000000000,177581345424797018032716,0,0
2025-05-28,1002524777755936849,197942000000000000000000,207796307441436177128632,0,0
2025-05-29,1002527511842296160,197942000000000000000000,207806892638807252462298,0,0
2025-05-30,1002532073990016142,197942000000000000000000,207824553111140188414967,0,0
2025-05-31,1002532402824437785,197942000000000000000000,207825826305592414509828,0,0
2025-06-01,1002533391923177690,197942000000000000000000,207829655787076390362236,0,0
2025-06-02,1002545308450093678,197942000000000000000000,207875765049326241931341,0,0
2025-06-03,1002548084164895299,197947000000000000000000,207891794966638097758068,0,0
2025-06-04,1002553333835789362,197942000000000000000000,207906826888998053515597,0,0
2025-06-05,1002554001998214841,197942000000000000000000,207909413388792932066813,0,0
2025-06-06,1002555866660094068,197942000000000000000000,207916631095361175368985,0,0
2025-06-07,1002556861159979420,197942000000000000000000,207920480715490686543719,0,0
2025-06-08,1002560386012997767,197942000000000000000000,207934123084351128458799,0,0
2025-06-09,1002565094634960742,197942000000000000000000,207952345305927794528807,0,0
2025-06-10,1002574250894595427,197942000000000000000000,207987769763745845571649,0,0
2025-06-11,1002575525322694481,197942000000000000000000,207992702109998421713615,0,0
2025-06-12,1002575947545170473,197942000000000000000000,207994336273025094556039,0,0
2025-06-13,1002576097784252419,197942000000000000000000,207994917762630708641603,0,0
2025-06-14,1002577911031562909,197942000000000000000000,208001935150108780290326,0,0
2025-06-15,1002579548161773765,197942000000000000000000,208008270916366667948817,0,0
2025-06-16,1002594897502940544,197942000000000000000000,208067628737363717863920,0,0
2025-06-17,1002595434683030844,197956000000000000000000,208084519973690396582873,0,0
2025-06-18,1002605354472575982,197942000000000000000000,208108079884437575649148,0,0
2025-06-19,1002354508498526435,198425000000000000000000,207645514593374355921527,0,0
2025-06-20,1002063408302971021,199001000000000000000000,207116198600950726932650,0,0
2025-06-21,1002625644206514033,197942000000000000000000,208186535752432949486742,0,0
2025-06-22,1002276121745479870,198606000000000000000000,207531152355870477529616,0,0
2025-06-23,1002543356266569318,198107000000000000000000,208042615240551794463622,0,0
2025-06-24,1002634562101451800,197942000000000000000000,208221028747408250185224,0,0
2025-06-25,1002640300447322724,197942000000000000000000,208243220664130797696367,0,0
2025-06-26,1002644919343683037,197942000000000000000000,208261083550609588246987,0,0
2025-06-27,1002646020962277070,197942000000000000000000,208265344553036078348517,0,0
2025-06-28,1002652309482105098,197942000000000000000000,208289661052695025331916,0,0
2025-06-29,1002652607586970067,197942000000000000000000,208290814085359926504724,0,0
2025-06-30,1002656444142666091,197942000000000000000000,208305650466905373442863,0,0
2025-07-01,1002662694399587511,197942000000000000000000,208329816913723352216133,0,0
2025-07-02,1002672095113375170,197942000000000000000000,208366156375071289377244,0,0
2025-07-03,1002574766212042011,198134000000000000000000,208192838049814555609913,0,0
2025-07-04,1002678473339263530,197942000000000000000000,208390816316725619183285,0,0
2025-07-05,1002678558903620325,197942000000000000000000,208391147199180225607475,0,0
2025-07-06,1002679544195185544,197942000000000000000000,208394957186886182260776,0,0
2025-07-07,1002683794019326762,197942000000000000000000,208411387577207956348361,0,0
2025-07-08,1002684045539613232,197942000000000000000000,208412360168035504653076,0,0
2025-07-09,1002684857150422320,197942000000000000000000,208415498439579110225270,0,0
2025-07-10,1002686081061010692,197942000000000000000000,208420230817808191200829,0,0
2025-07-11,1002691228383658648,197942000000000000000000,208440128970967399091446,0,0
2025-07-12,1002695232319210004,197942000000000000000000,208455607390994770250126,0,0
2025-07-13,1002696505623381211,197942000000000000000000,208460530306086471621723,0,0
2025-07-14,1002699197506650293,197942000000000000000000,208470936876271421937915,0,0
2025-07-15,1002700131123863418,197942000000000000000000,208474546422037615813397,0,0
2025-07-16,1002704877139819957,197942000000000000000000,208492891439506152272376,0,0
2025-07-17,1002709747864233621,197942000000000000000000,208511717609291174539218,0,0
2025-07-18,1002711550452503339,197942000000000000000000,208518685804383808973690,0,0
2025-07-19,1002713648756057404,197942000000000000000000,208526796877296567859503,0,0
2025-07-20,1002715199815752233,197942000000000000000000,208532792632566163917625,0,0
2025-07-21,1002736955974471546,197942000000000000000000,208616801124782948631517,0,0
2025-07-22,1002740019888752413,197942000000000000000000,208628641610538043141372,0,0
2025-07-23,1002743338148923534,197942000000000000000000,208641464500998202009378,0,0
2025-07-24,1002750281149498598,197942000000000000000000,208668288547175373371954,0,0
2025-07-25,1000524122277718024,202300000000000000000000,204413920620931637092338,0,0
2025-07-26,994350949539227646,214057000000000000000000,192770684544043301685648,0,0
2025-07-27,990883960465569939,219923000000000000000000,186983824790321892643880,0,0
2025-07-28,989525407993168752,222100000000000000000000,184846641639506857399148,0,0
2025-07-29,989880879098173432,221545000000000000000000,185406174034864271532336,0,0
2025-07-30,991162720866045023,219495000000000000000000,187453824043481015436312,0,0
2025-07-31,993272230080189709,215988000000000000000000,190965148849292152513111,0,0
2025-08-01,992413680497989430,217450000000000000000000,189526228294738036141689,0,0
2025-08-02,992763815536264908,216864000000000000000000,190115249826727073777625,0,0
2025-08-03,992404232474979627,217492000000000000000000,189533216346490246572477,0,0
2025-08-04,993083965235450298,216348000000000000000000,190679438649473656267758,0,0
2025-08-05,991691071337092244,218698000000000000000000,188372530249736894739316,0,0
2025-08-06,989714359255808061,221904000000000000000000,185225414976956693177848,0,0
2025-08-07,992121955567696360,218014000000000000000000,189107978700174730234053,0,0
2025-08-08,998897303136741691,205770000000000000000000,201361843403523228015801,0,0
2025-08-09,998897819640910780,205770000000000000000000,201363861125858250360807,0,0
2025-08-10,998529896933866126,206494000000000000000000,200644786908215726270331,0,0
2025-08-11,994183122449234736,214570000000000000000000,192674270428647908664373,0,0
2025-08-12,993757298117908892,215316000000000000000000,191940491009370751941773,0,0
2025-08-13,994175465638258784,214591000000000000000000,192667751198790499802007,0,0
2025-08-14,995637048472095292,211998000000000000000000,195270914834062198093980,0,0
2025-08-15,997698235313363575,208176000000000000000000,199113213269492476644877,0,0
2025-08-16,985725967460005771,228136000000000000000000,179430343194467114365885,0,0
2025-08-17,983266163439430108,231635000000000000000000,176024426983300653283801,0,0
2025-08-18,984697091790577151,229670000000000000000000,178021511298798393368148,0,0
2025-08-19,987050379216323343,226266000000000000000000,181411399217905231460798,0,0
2025-08-20,986700908031294689,226801000000000000000000,180911630081257728358846,0,0
2025-08-21,986803139077835731,226655000000000000000000,181065443688271901277272,0,0
2025-08-22,986346291640020080,227335000000000000000000,180404516304158185549352,0,0
2025-08-23,986348357598319129,227335000000000000000000,180409901367997514631653,0,0
2025-08-24,986352462539535243,227335000000000000000000,180420601721651014722416,0,0
2025-08-25,986334436245461749,227363000000000000000000,180395676726300247741666,0,0
2025-08-26,986086985728646822,227732000000000000000000,180043247720958285520760,0,0
2025-08-27,986097511810571298,227732000000000000000000,180070483441579731044290,0,0
2025-08-28,985739315603058812,228262000000000000000000,179562781948449632625678,0,0
2025-08-29,993224337297366982,216515000000000000000000,191275243417035274809147,0,0
2025-08-30,1003075278347242246,197942000000000000000000,209916011987645863317188,0,0
2025-08-31,1000156037140276007,203642000000000000000000,204277621173199366493162,0,0
2025-09-01,1000026964080847613,203927000000000000000000,204038937992570074948795,0,0
2025-09-02,1000169153061442888,203662000000000000000000,204351076315444959248930,0,0
2025-09-03,1000065308897036367,203882000000000000000000,204149948367756165379441,0,0
2025-09-04,1001428548850457666,201186000000000000000000,206883862893250413785616,0,0
2025-09-05,1002859304632676020,198462000000000000000000,209636003546694555840990,0,0
2025-09-06,1003142833245387022,197942000000000000000000,210175894545989819978118,0,0
2025-09-07,1003141878221599813,197946000000000000000000,210176496146618205202648,0,0
2025-09-08,1003145627690490396,197942000000000000000000,210186657487704390872570,0,0
2025-09-09,1002814993348912673,198570000000000000000000,209579276265838902984236,0,0
2025-09-10,999609838879646712,204881000000000000000000,203303705794215123123959,0,0
2025-09-11,998169334440419960,207744000000000000000000,200474514140105306976648,0,0
2025-09-12,998759051673173313,206596000000000000000000,201630096849053860921500,0,0
2025-09-13,1002601651104787952,199033000000000000000000,209242067746341354247662,0,0
2025-09-14,1002589423369372266,199058000000000000000000,209220957891017695215900,0,0
2025-09-15,1003185846305070839,197945000000000000000000,210344536848487632559470,0,0
2025-09-16,1003189438597910358,197942000000000000000000,210355154816165649929332,0,0
2025-09-17,1001868772855643999,200456000000000000000000,207867557613251010301462,0,0
2025-09-18,1002153689177875223,199925000000000000000000,208432352613691998069279,0,0
2025-09-19,1001134779513341148,201934000000000000000000,206484714442156638718079,0,0
2025-09-20,1000790332008779018,202626000000000000000000,205812503126314324847390,0,0
2025-09-21,1000330402993914929,203555000000000000000000,204898243946758578639586,0,0
2025-09-22,999998594429286806,204233000000000000000000,204230893087209181474583,0,0
2025-09-23,1000001204222289991,204233000000000000000000,204241551688931933151322,0,0
2025-09-24,999951729080647408,204337000000000000000000,204144103457533274111896,0,0
2025-09-25,1000004134776983421,204233000000000000000000,204253520685394609606488,0,0
2025-09-26,999878580977428326,204491000000000000000000,204000755185740184521633,0,0
2025-09-27,999785801291500933,204690000000000000000000,203823434190093991816328,0,0
2025-09-28,999831613383343338,204603000000000000000000,203922148609889012523865,0,0
2025-09-29,999835448025665483,204603000000000000000000,203937713035058583545244,0,0
2025-09-30,1000792862476519879,202696000000000000000000,205894100576065309027519,0,0
2025-10-01,999404283800921354,205527000000000000000000,203122335100185532445786,0,0
2025-10-02,1001147247219443979,202045000000000000000000,206648535306498790242381,0,0
2025-10-03,1001469851156538226,201433000000000000000000,207303329021894610677465,0,0
2025-10-04,1000914469613329310,202534000000000000000000,206217338719286259408822,0,0
2025-10-05,1000739478391275218,202898000000000000000000,205885191532078482731075,0,0
2025-10-06,1000925187330863991,202534000000000000000000,206260382088580575977756,0,0
2025-10-07,999940614867316578,204523000000000000000000,204285435629471112349017,0,0
2025-10-08,999451856811859376,205518000000000000000000,203303746632704507543124,0,0
2025-10-09,999115893371405189,206203000000000000000000,202644965569196499800948,0,0
2025-10-10,999119425441794567,206202000000000000000000,202657947325254257614282,0,0
2025-10-11,999124380433320751,206195000000000000000000,202670640766685352998213,0,0
2025-10-12,999082318790614894,206280000000000000000000,202588209670062442402424,0,0
2025-10-13,1000079997130859094,204289000000000000000000,204619508141566621887716,0,0
2025-10-14,1000085747812520227,204291000000000000000000,204644990984428715687343,0,0
2025-10-15,1000278304570887360,203907000000000000000000,205042331143301194586144,0,0
2025-10-16,1003365809966410391,197953000000000000000000,211044375074654189903093,0,0
2025-10-17,1002642903983711454,199317000000000000000000,209702589030667539714413,0,0
2025-10-18,1000035755456077978,204473000000000000000000,204623921541011539877134,0,0
2025-10-19,1001926892427989695,200741000000000000000000,208393714611427142600170,0,0
2025-10-20,1003415219584252069,197942000000000000000000,211222236494988503412431,0,0
2025-10-21,1003320295235749808,198120000000000000000000,211048432834872815366521,0,0
2025-10-22,1003420457341325439,197942000000000000000000,211242361143289909963418,0,0
2025-10-23,1003421496568600991,197942000000000000000000,211246354544457971651533,0,0
2025-10-24,1003413854933259126,197960000000000000000000,211236349599158766722435,0,0
2025-10-25,1003425562900867335,197943000000000000000000,211263054368339829325097,0,0
2025-10-26,1003426656298837782,197942000000000000000000,211266179980095688253246,0,0
2025-10-27,1003427964549684748,197942000000000000000000,211271206811453431894415,0,0
2025-10-28,1003429708909162305,197942000000000000000000,211277909113075425630850,0,0
2025-10-29,1003433333508063525,197942000000000000000000,211291834148419267986570,0,0
2025-10-30,1003441486695646668,197942000000000000000000,211323148451562887029397,0,0
2025-10-31,1003446913794669442,197942000000000000000000,211343994226259601855463,0,0
2025-11-01,1003449314625221542,197943000000000000000000,211354292909569199446995,0,0
2025-11-02,1003450828894605731,197942000000000000000000,211359034023312871761684,0,0
2025-11-03,1003453406827535601,197942000000000000000000,211368936780808731121259,0,0
2025-11-04,1003454514286949485,197942000000000000000000,211373191182247458278293,0,0
2025-11-05,1003457277761899825,197942000000000000000000,211383806235172521106768,0,0
2025-11-06,1003353775658226640,198139000000000000000000,211197687783980497082246,0,0
2025-11-07,1001045410967315312,202607000000000000000000,206818007684407460780053,0,0
2025-11-08,1003493111734642684,197942000000000000000000,211521252507869655240336,0,0
2025-11-09,1003100790401920951,198676000000000000000000,210797041098681951365651,0,0
2025-11-10,1003502510695882095,197942000000000000000000,211557335515859406265833,0,0
2025-11-11,1003455272618396253,198033000000000000000000,211473860299066993598450,0,0
2025-11-12,1003457691163190256,198030000000000000000000,211479926068008089558775,0,0
2025-11-13,1003507852048068906,197942000000000000000000,211577844683501929258733,0,0
2025-11-14,1003514604909675030,197942000000000000000000,211603766463081578529271,0,0
2025-11-15,1003031195729827706,198850000000000000000000,210713607538807703435060,0,0
2025-11-16,1002184954203671200,200467000000000000000000,209123406953965622809122,0,0
2025-11-17,1002033081577063696,200781000000000000000000,208854564520743902783613,0,0
2025-11-18,1003530201204142470,197992000000000000000000,211717383354211103229270,0,0
2025-11-19,1001802242850292294,201271000000000000000000,208454049446657418601062,0,0
2025-11-20,1002544708430312564,199874000000000000000000,209908800568731205294070,0,0
2025-11-21,1001558391039714294,201798000000000000000000,208033711741033100716692,0,0
2025-11-22,1000184100506331721,204545000000000000000000,205303180426912076779074,0,0
2025-11-23,1000014343474634458,204898000000000000000000,204964239430074377752388,0,0
2025-11-24,998595491388305534,207767000000000000000000,202140096495679397746217,0,0
2025-11-25,999682924034177810,205611000000000000000000,204327754965892588370108,0,0
2025-11-26,1001290709742511316,202388000000000000000000,207575710283740160151217,0,0
2025-11-27,1003373516495200954,198434000000000000000000,211589901735891284124193,0,0
2025-11-28,1003641921496009656,197942000000000000000000,212091694884351861207293,0,0
2025-11-29,1003598912091582501,198023000000000000000000,212014129894345585313238,0,0
2025-11-30,1003643428630769205,197942000000000000000000,212097475560378229005733,0,0
2025-12-01,1003170371908921282,198823000000000000000000,211222870506254166104526,0,0
2025-12-04,1002756457377201663,199625000000000000000000,210471033807973302674752,0,0
2025-12-05,1001806938164998679,201469000000000000000000,208678838877374680704950,0,0
2025-12-06,1000688460682701234,203682000000000000000000,206478897519191272153392,0,0
2025-12-07,1003465019206697463,198355000000000000000000,211857179491647174318041,0,0
2025-12-08,1003020073206016517,199191000000000000000000,211033896013365632707591,0,0
2025-12-09,1003477302831472476,198349000000000000000000,211897989045637728343638,0,0
2025-12-10,1003701135772867757,197942000000000000000000,212318556230508196885893,0,0
2025-12-11,1003688687853002347,197968000000000000000000,212298943464621774036029,0,0
2025-12-12,1003708495185291215,197942000000000000000000,212346763387513567526016,0,0
2025-12-13,1003709542456983818,197942000000000000000000,212350778005949815556470,0,0
2025-12-14,1003755098255070734,197942000000000000000000,212525007812741784496937,0,0
2025-12-15,998455804164061508,208362000000000000000000,202178464126293637934736,0,0
2025-12-16,1002066057313115891,201183000000000000000000,209405207125536927973435,0,0
2025-12-17,1003762367321945780,198031000000000000000000,212648858718562345334785,0,0
2025-12-18,1003207957613190671,199094000000000000000000,211657728429648888468134,0,0
2025-12-19,1003766966829290651,198123000000000000000000,212765789846411225966278,0,0
2025-12-20,1003723965859281616,198211000000000000000000,212696055009642607880119,0,0
2025-12-21,1002833536493231894,199887000000000000000000,211049161030528795403231,0,0
2025-12-22,1001620479902934725,202256000000000000000000,208755958017710647036132,0,0
2025-12-23,1003062479687978308,199548000000000000000000,211578685841506779232726,0,0
2025-12-24,1003100977475624931,199498000000000000000000,211674763694464250625127,0,0
2025-12-25,1003946911851645056,197942000000000000000000,213258306380288598242428,0,0
2025-12-26,1001830470797443701,201963000000000000000000,209286820890472464709378,0,0
2025-12-27,1003967072902747851,197950000000000000000000,213344031813225645578270,0,0
2025-12-28,1003960667376679679,197971000000000000000000,213342345107540417711109,0,0
2025-12-29,1001280686191824534,203085000000000000000000,208254450974328156106456,0,0
2025-12-30,1000443730119200614,204800000000000000000000,206621168586479952849938,0,0
2025-12-31,998582379523047812,208592000000000000000000,202895907395114976322731,0,0
2026-01-01,1000267361145657612,205205000000000000000000,206310298908354103597944,0,0
2026-01-02,1000662795712139433,204411000000000000000000,207117622032619401535065,0,0
2026-01-03,1000587634770327714,204563000000000000000000,206966697723625335747963,0,0
2026-01-04,1000633409404747027,204482000000000000000000,207070469703653680305723,0,0
2026-01-05,1000474885962805939,204804000000000000000000,206752213301423970614643,0,0
2026-01-10,1000990585920053041,203771000000000000000000,207791488545134940600281,0,0
2026-01-11,1001067201590126771,203619000000000000000000,207944736048970074316457,0,0
2026-01-12,1001092956453105017,203568000000000000000000,207996196569146608578683,0,0
2026-01-13,1000762777709971744,204231000000000000000000,207340002896152118973192,0,0
2026-01-14,1002044333722411432,201718000000000000000000,209879072346007435976674,0,0
2026-01-15,1002139967160593357,201534000000000000000000,210064739966390609929836,0,0
2026-01-19,1002135751395284939,201543000000000000000000,210057509500345834254313,0,0
2026-01-20,1001840670730101495,202127000000000000000000,209498151317284377676022,0,0
2026-01-21,1001621947340588259,202566000000000000000000,209083471763501397392291,0,0
2026-01-22,1002157867047629953,201532000000000000000000,210133409484365533570448,0,0
2026-01-23,1000767305306266567,204295000000000000000000,207423721526689660745206,0,0
2026-01-24,999707017542407893,206537000000000000000000,205350850789500936237915,0,0
2026-01-25,998938275628341297,208182000000000000000000,203893046582468211661256,0,0
2026-01-26,1004078033462320979,198163000000000000000000,213997828425933464698706,0,0
2026-01-27,1002897059871849463,200368000000000000000000,211806791071911503337907,0,0
2026-01-28,1000792153914215513,204479000000000000000000,207711598007249947208606,0,0
2026-01-29,997865112417240961,210371000000000000000000,201854334659615633279980,0,0
2026-01-30,997911350555536381,210286000000000000000000,201948788618837165177147,0,0
